State,Year,Quater,District,Users
Telangana,2020,4,nirmal district,148827
Telangana,2020,4,mahabubabad district,181203
Telangana,2020,4,sangareddy district,711551
Telangana,2020,4,wanaparthy district,129768
Telangana,2020,4,vikarabad district,205866
Telangana,2020,4,jagtial district,256382
Telangana,2020,4,yadadri bhuvanagiri district,244210
Telangana,2020,4,medak district,176543
Telangana,2020,4,mahbubnagar district,268580
Telangana,2020,4,jaya shankar bhalupally district,109685
Telangana,2020,4,warangal urban district,579306
Telangana,2020,4,rangareddy district,2704868
Telangana,2020,4,hyderabad district,3142385
Telangana,2020,4,suryapet district,296172
Telangana,2020,4,jogulamba gadwal district,139726
Telangana,2020,4,kamareddy district,222619
Telangana,2020,4,mulugu district,65683
Telangana,2020,4,medchal malkajgiri district,2282695
Telangana,2020,4,karimnagar district,428019
Telangana,2020,4,mancherial district,264886
Telangana,2020,4,siddipet district,321082
Telangana,2020,4,khammam district,461801
Telangana,2021,1,narayanpet district,106583
Telangana,2021,1,nalgonda district,517727
Telangana,2021,1,jangaon district,175735
Telangana,2021,1,bhadradri kothagudem district,354847
Telangana,2021,1,warangal rural district,197677
Telangana,2021,1,kumuram bheem asifabad district,96381
Telangana,2021,1,nizamabad district,485751
Telangana,2021,1,adilabad district,138946
Telangana,2021,1,rajanna sircilla district,172651
Telangana,2021,1,nagarkurnool district,245417
Telangana,2021,1,peddapalle district,302119
Telangana,2021,1,nirmal district,161330
Telangana,2021,1,mahabubabad district,195493
Telangana,2021,1,sangareddy district,767476
Telangana,2021,1,wanaparthy district,140134
Telangana,2021,1,vikarabad district,222697
Telangana,2021,1,jagtial district,276806
Telangana,2021,1,yadadri bhuvanagiri district,263598
Telangana,2021,1,medak district,190586
Telangana,2021,1,mahbubnagar district,290086
Telangana,2021,1,jaya shankar bhalupally district,118229
Telangana,2021,1,warangal urban district,620947
Telangana,2021,1,rangareddy district,2906635
Telangana,2021,1,hyderabad district,3379663
Telangana,2021,1,suryapet district,320013
Telangana,2021,1,jogulamba gadwal district,150765
Telangana,2021,1,kamareddy district,240460
Telangana,2021,1,mulugu district,71073
Telangana,2021,1,medchal malkajgiri district,2450573
Telangana,2021,1,karimnagar district,459407
Telangana,2021,1,mancherial district,285446
Telangana,2021,1,siddipet district,346000
Telangana,2021,1,khammam district,497818
Telangana,2021,2,narayanpet district,114463
Telangana,2021,2,nalgonda district,555043
Telangana,2021,2,jangaon district,188184
Telangana,2021,2,bhadradri kothagudem district,380059
Telangana,2021,2,warangal rural district,211532
Telangana,2021,2,kumuram bheem asifabad district,103556
Telangana,2021,2,nizamabad district,518801
Telangana,2021,2,adilabad district,148869
Telangana,2021,2,rajanna sircilla district,184273
Telangana,2021,2,nagarkurnool district,263411
Telangana,2021,2,peddapalle district,322666
Telangana,2021,2,nirmal district,172714
Telangana,2021,2,mahabubabad district,209567
Telangana,2021,2,sangareddy district,820387
Telangana,2021,2,wanaparthy district,150138
Telangana,2021,2,vikarabad district,238633
Telangana,2021,2,jagtial district,295472
Telangana,2021,2,yadadri bhuvanagiri district,282382
Telangana,2021,2,medak district,204292
Telangana,2021,2,mahbubnagar district,310193
Telangana,2021,2,jaya shankar bhalupally district,126605
Telangana,2021,2,warangal urban district,661592
Telangana,2021,2,rangareddy district,3097973
Telangana,2021,2,hyderabad district,3598337
Telangana,2021,2,suryapet district,342919
Telangana,2021,2,jogulamba gadwal district,161753
Telangana,2021,2,kamareddy district,257384
Telangana,2021,2,mulugu district,76355
Telangana,2021,2,medchal malkajgiri district,2611159
Telangana,2021,2,karimnagar district,490218
Telangana,2021,2,mancherial district,305137
Telangana,2021,2,siddipet district,370224
Telangana,2021,2,khammam district,532589
Telangana,2021,3,narayanpet district,123698
Telangana,2021,3,nalgonda district,598288
Telangana,2021,3,jangaon district,202760
Telangana,2021,3,bhadradri kothagudem district,409224
Telangana,2021,3,warangal rural district,227582
Telangana,2021,3,kumuram bheem asifabad district,112005
Telangana,2021,3,nizamabad district,556044
Telangana,2021,3,adilabad district,160401
Telangana,2021,3,rajanna sircilla district,197653
Telangana,2021,3,nagarkurnool district,284427
Telangana,2021,3,peddapalle district,346172
Telangana,2021,3,nirmal district,186080
Telangana,2021,3,mahabubabad district,225821
Telangana,2021,3,sangareddy district,880907
Telangana,2021,3,wanaparthy district,161625
Telangana,2021,3,vikarabad district,257234
Telangana,2021,3,jagtial district,316708
Telangana,2021,3,yadadri bhuvanagiri district,303988
Telangana,2021,3,medak district,220085
Telangana,2021,3,mahbubnagar district,332912
Telangana,2021,3,jaya shankar bhalupally district,136483
Telangana,2021,3,warangal urban district,707591
Telangana,2021,3,rangareddy district,3310906
Telangana,2021,3,hyderabad district,3839513
Telangana,2021,3,suryapet district,369487
Telangana,2021,3,jogulamba gadwal district,174716
Telangana,2021,3,kamareddy district,276848
Telangana,2021,3,mulugu district,82466
Telangana,2021,3,medchal malkajgiri district,2790387
Telangana,2021,3,karimnagar district,524929
Telangana,2021,3,mancherial district,327681
Telangana,2021,3,siddipet district,398010
Telangana,2021,3,khammam district,572647
Telangana,2021,4,narayanpet district,132812
Telangana,2021,4,nalgonda district,641044
Telangana,2021,4,jangaon district,216959
Telangana,2021,4,bhadradri kothagudem district,438017
Telangana,2021,4,warangal rural district,243471
Telangana,2021,4,kumuram bheem asifabad district,120270
Telangana,2021,4,nizamabad district,593223
Telangana,2021,4,adilabad district,171840
Telangana,2021,4,rajanna sircilla district,210757
Telangana,2021,4,nagarkurnool district,304863
Telangana,2021,4,peddapalle district,369792
Telangana,2021,4,nirmal district,199256
Telangana,2021,4,mahabubabad district,242028
Telangana,2021,4,sangareddy district,940845
Telangana,2021,4,wanaparthy district,173070
Telangana,2021,4,vikarabad district,275384
Telangana,2021,4,jagtial district,337979
Telangana,2021,4,yadadri bhuvanagiri district,325245
Telangana,2021,4,medak district,235661
Telangana,2021,4,mahbubnagar district,355529
Telangana,2021,4,jaya shankar bhalupally district,146183
Telangana,2021,4,warangal urban district,753613
Telangana,2021,4,rangareddy district,3523496
Telangana,2021,4,hyderabad district,4081185
Telangana,2021,4,suryapet district,395614
Telangana,2021,4,jogulamba gadwal district,187444
Telangana,2021,4,kamareddy district,296281
Telangana,2021,4,mulugu district,88544
Telangana,2021,4,medchal malkajgiri district,2969740
Telangana,2021,4,karimnagar district,559456
Telangana,2021,4,mancherial district,350142
Telangana,2021,4,siddipet district,425592
Telangana,2021,4,khammam district,612314
Telangana,2022,1,narayanpet district,141328
Telangana,2022,1,nalgonda district,681754
Telangana,2022,1,jangaon district,230792
Telangana,2022,1,bhadradri kothagudem district,465349
Telangana,2022,1,warangal rural district,259006
Telangana,2022,1,kumuram bheem asifabad district,128148
Telangana,2022,1,nizamabad district,628661
Telangana,2022,1,adilabad district,182668
Telangana,2022,1,rajanna sircilla district,223437
Telangana,2022,1,nagarkurnool district,324408
Telangana,2022,1,peddapalle district,392476
Telangana,2022,1,nirmal district,211771
Telangana,2022,1,mahabubabad district,257761
Telangana,2022,1,sangareddy district,997988
Telangana,2022,1,wanaparthy district,183885
Telangana,2022,1,vikarabad district,292925
Telangana,2022,1,jagtial district,358314
Telangana,2022,1,yadadri bhuvanagiri district,345555
Telangana,2022,1,medak district,250764
Telangana,2022,1,mahbubnagar district,377199
Telangana,2022,1,jaya shankar bhalupally district,155585
Telangana,2022,1,warangal urban district,797162
Telangana,2022,1,rangareddy district,3722676
Telangana,2022,1,hyderabad district,4306136
Telangana,2022,1,suryapet district,420703
Telangana,2022,1,jogulamba gadwal district,199570
Telangana,2022,1,kamareddy district,314999
Telangana,2022,1,mulugu district,94447
Telangana,2022,1,medchal malkajgiri district,3138387
Telangana,2022,1,karimnagar district,592752
Telangana,2022,1,mancherial district,371749
Telangana,2022,1,siddipet district,452034
Telangana,2022,1,khammam district,650223
Telangana,2022,2,narayanpet district,149430
Telangana,2022,2,nalgonda district,719911
Telangana,2022,2,jangaon district,243599
Telangana,2022,2,bhadradri kothagudem district,491003
Telangana,2022,2,warangal rural district,273508
Telangana,2022,2,kumuram bheem asifabad district,135588
Telangana,2022,2,nizamabad district,662427
Telangana,2022,2,adilabad district,192795
Telangana,2022,2,rajanna sircilla district,235439
Telangana,2022,2,nagarkurnool district,342621
Telangana,2022,2,peddapalle district,413849
Telangana,2022,2,nirmal district,223694
Telangana,2022,2,mahabubabad district,272277
Telangana,2022,2,sangareddy district,1051378
Telangana,2022,2,wanaparthy district,194159
Telangana,2022,2,vikarabad district,309288
Telangana,2022,2,jagtial district,377794
Telangana,2022,2,yadadri bhuvanagiri district,364848
Telangana,2022,2,medak district,264807
Telangana,2022,2,mahbubnagar district,397421
Telangana,2022,2,jaya shankar bhalupally district,164390
Telangana,2022,2,warangal urban district,838533
Telangana,2022,2,rangareddy district,3911372
Telangana,2022,2,hyderabad district,4519625
Telangana,2022,2,suryapet district,444281
Telangana,2022,2,jogulamba gadwal district,210937
Telangana,2022,2,kamareddy district,332593
Telangana,2022,2,mulugu district,99897
Telangana,2022,2,medchal malkajgiri district,3297882
Telangana,2022,2,karimnagar district,624054
Telangana,2022,2,mancherial district,392343
Telangana,2022,2,siddipet district,476865
Telangana,2022,2,khammam district,685755
Telangana,2022,3,narayanpet district,157410
Telangana,2022,3,nalgonda district,758377
Telangana,2022,3,jangaon district,256510
Telangana,2022,3,bhadradri kothagudem district,517431
Telangana,2022,3,warangal rural district,288239
Telangana,2022,3,kumuram bheem asifabad district,142886
Telangana,2022,3,nizamabad district,697031
Telangana,2022,3,adilabad district,202926
Telangana,2022,3,rajanna sircilla district,247866
Telangana,2022,3,nagarkurnool district,360550
Telangana,2022,3,peddapalle district,436008
Telangana,2022,3,nirmal district,235565
Telangana,2022,3,mahabubabad district,286902
Telangana,2022,3,sangareddy district,1106571
Telangana,2022,3,wanaparthy district,204432
Telangana,2022,3,vikarabad district,325303
Telangana,2022,3,jagtial district,397688
Telangana,2022,3,yadadri bhuvanagiri district,384141
Telangana,2022,3,medak district,278966
Telangana,2022,3,mahbubnagar district,418280
Telangana,2022,3,jaya shankar bhalupally district,173372
Telangana,2022,3,warangal urban district,881363
Telangana,2022,3,rangareddy district,4105107
Telangana,2022,3,hyderabad district,4739891
Telangana,2022,3,suryapet district,468196
Telangana,2022,3,jogulamba gadwal district,222094
Telangana,2022,3,kamareddy district,350370
Telangana,2022,3,mulugu district,105383
Telangana,2022,3,medchal malkajgiri district,3463208
Telangana,2022,3,karimnagar district,656534
Telangana,2022,3,mancherial district,413504
Telangana,2022,3,siddipet district,502130
Telangana,2022,3,khammam district,721877
Telangana,2022,4,narayanpet district,164467
Telangana,2022,4,nalgonda district,793688
Telangana,2022,4,jangaon district,268072
Telangana,2022,4,bhadradri kothagudem district,542203
Telangana,2022,4,warangal rural district,301876
Telangana,2022,4,kumuram bheem asifabad district,149386
Telangana,2022,4,nizamabad district,729287
Telangana,2022,4,adilabad district,212112
Telangana,2022,4,rajanna sircilla district,259226
Telangana,2022,4,nagarkurnool district,376720
Telangana,2022,4,peddapalle district,457038
Telangana,2022,4,nirmal district,246252
Telangana,2022,4,mahabubabad district,300406
Telangana,2022,4,sangareddy district,1159594
Telangana,2022,4,wanaparthy district,214000
Telangana,2022,4,vikarabad district,339772
Telangana,2022,4,jagtial district,416065
Telangana,2022,4,yadadri bhuvanagiri district,401963
Telangana,2022,4,medak district,291807
Telangana,2022,4,mahbubnagar district,437901
Telangana,2022,4,jaya shankar bhalupally district,181521
Telangana,2022,4,warangal urban district,923715
Telangana,2022,4,rangareddy district,4296707
Telangana,2022,4,hyderabad district,4962214
Telangana,2022,4,suryapet district,490568
Telangana,2022,4,jogulamba gadwal district,232376
Telangana,2022,4,kamareddy district,366726
Telangana,2022,4,mulugu district,110228
Telangana,2022,4,medchal malkajgiri district,3628619
Telangana,2022,4,karimnagar district,687385
Telangana,2022,4,mancherial district,433627
Telangana,2022,4,siddipet district,525155
Telangana,2022,4,khammam district,755705
Tripura,2018,1,unakoti district,2484
Tripura,2018,1,khowai district,3017
Tripura,2018,1,sepahijala district,4664
Tripura,2018,1,north tripura district,4432
Tripura,2018,1,dhalai district,3448
Tripura,2018,1,south tripura district,5361
Tripura,2018,1,gomati district,4509
Tripura,2018,1,west tripura district,27242
Tripura,2018,2,unakoti district,3841
Tripura,2018,2,khowai district,4674
Tripura,2018,2,sepahijala district,7217
Tripura,2018,2,north tripura district,6702
Tripura,2018,2,dhalai district,5549
Tripura,2018,2,south tripura district,8068
Tripura,2018,2,gomati district,6973
Tripura,2018,2,west tripura district,40345
Tripura,2018,3,unakoti district,5460
Tripura,2018,3,khowai district,6816
Tripura,2018,3,sepahijala district,10803
Tripura,2018,3,north tripura district,9771
Tripura,2018,3,dhalai district,8039
Tripura,2018,3,south tripura district,12286
Tripura,2018,3,gomati district,10168
Tripura,2018,3,west tripura district,53531
Tripura,2018,4,unakoti district,7260
Tripura,2018,4,khowai district,9488
Tripura,2018,4,sepahijala district,14973
Tripura,2018,4,north tripura district,13150
Tripura,2018,4,dhalai district,10877
Tripura,2018,4,south tripura district,16426
Tripura,2018,4,gomati district,13542
Tripura,2018,4,west tripura district,67549
Tripura,2019,1,unakoti district,8750
Tripura,2019,1,khowai district,11327
Tripura,2019,1,sepahijala district,18086
Tripura,2019,1,north tripura district,15986
Tripura,2019,1,dhalai district,13219
Tripura,2019,1,south tripura district,19784
Tripura,2019,1,gomati district,16370
Tripura,2019,1,west tripura district,79732
Tripura,2019,2,unakoti district,10629
Tripura,2019,2,khowai district,13523
Tripura,2019,2,sepahijala district,21673
Tripura,2019,2,north tripura district,19505
Tripura,2019,2,dhalai district,15893
Tripura,2019,2,south tripura district,23743
Tripura,2019,2,gomati district,19437
Tripura,2019,2,west tripura district,93241
Tripura,2019,3,unakoti district,12126
Tripura,2019,3,khowai district,15092
Tripura,2019,3,sepahijala district,24332
Tripura,2019,3,north tripura district,22522
Tripura,2019,3,dhalai district,18140
Tripura,2019,3,south tripura district,26573
Tripura,2019,3,gomati district,21722
Tripura,2019,3,west tripura district,104949
Tripura,2019,4,unakoti district,13824
Tripura,2019,4,khowai district,16819
Tripura,2019,4,sepahijala district,27322
Tripura,2019,4,north tripura district,25703
Tripura,2019,4,dhalai district,20609
Tripura,2019,4,south tripura district,29753
Tripura,2019,4,gomati district,24160
Tripura,2019,4,west tripura district,114108
Tripura,2020,1,unakoti district,15593
Tripura,2020,1,khowai district,18592
Tripura,2020,1,sepahijala district,30379
Tripura,2020,1,north tripura district,28648
Tripura,2020,1,dhalai district,22808
Tripura,2020,1,south tripura district,32716
Tripura,2020,1,gomati district,26688
Tripura,2020,1,west tripura district,124538
